EmployeeNumber,Gender,Education,EducationField,Department,JobRole,JobLevel,PerformanceRating,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,BusinessTravel,OverTime,WorkLifeBalance,MaritalStatus,StockOptionLevel,Age,DistanceFromHome,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1938,Female,Master,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Single,L0,27,17,2394,135,51,25681,1,13,8,2,8,2,7,7,Yes
1939,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,Very High,Travel Rarely,Frequently,Better,Single,L0,29,10,2404,906,92,11479,6,20,3,5,0,0,0,0,Yes
1940,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Medium,Low,Travel Frequently,Frequently,Better,Married,L1,26,2,2042,342,57,15346,6,14,6,2,3,2,1,2,Yes
1941,Male,Doctor,Medical,Research & Development,Manager,L4,Medium,Medium,Medium,Medium,High,Travel Frequently,Never,Better,Married,L1,48,4,15202,365,89,5602,2,25,23,3,2,2,2,2,No
1942,Female,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Single,L0,31,8,1261,202,34,22262,1,12,1,3,1,0,0,0,Yes
1943,Female,Master,Life Sciences,Human Resources,Human Resources,L3,High,High,High,High,High,Travel Rarely,Frequently,Better,Single,L0,35,26,8837,1146,31,16642,1,16,9,2,9,0,1,7,No
1944,Female,Master,Marketing,Sales,Sales Executive,L2,High,High,High,Very High,Very High,Travel Rarely,Frequently,Best,Divorced,L1,24,10,4260,1371,77,5915,1,12,5,2,5,2,0,3,No
1945,Male,College,Medical,Research & Development,Healthcare Representative,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Good,Married,L0,31,11,6833,1332,80,17089,1,12,6,2,6,5,0,1,No
1946,Male,Below College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Frequently,Never,Best,Married,L0,33,5,9998,1111,61,19293,6,13,8,2,5,4,1,2,No
1947,Male,Master,Life Sciences,Research & Development,Manager,L3,High,High,High,Very High,Low,Travel Never,Frequently,Good,Married,L1,47,29,11849,666,88,10268,1,12,10,2,10,7,9,9,Yes
1948,Male,College,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Very High,Medium,Travel Rarely,Never,Best,Divorced,L2,38,9,4771,1206,71,14293,2,19,10,0,5,2,0,3,No
1949,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Low,Travel Frequently,Frequently,Better,Single,L0,33,3,3348,1076,70,3164,1,11,10,3,10,8,9,7,Yes
1950,Male,Bachelor,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,High,High,Travel Frequently,Never,Bad,Divorced,L1,33,6,7725,1296,30,5335,3,23,15,2,13,11,4,7,No
1951,Male,Master,Medical,Sales,Sales Executive,L2,High,High,High,High,Medium,Travel Rarely,Never,Bad,Divorced,L0,31,13,4233,1365,46,11512,2,17,9,2,3,1,1,2,Yes
1952,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,Low,Low,Travel Frequently,Frequently,Better,Single,L0,33,3,3348,1076,70,3164,1,11,10,3,10,8,9,7,Yes
1953,Male,Doctor,Medical,Human Resources,Human Resources,L2,Very High,Very High,Very High,Low,Very High,Travel Never,Never,Best,Married,L1,42,2,6272,179,79,12858,7,16,10,3,4,3,0,3,No
1954,Female,College,Medical,Research & Development,Manufacturing Director,L4,Very High,Very High,Very High,Medium,Very High,Travel Frequently,Frequently,Good,Married,L1,52,28,13247,322,59,9731,2,11,24,3,5,3,0,2,No
1955,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
1956,Female,Below College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Better,Married,L0,22,8,2398,1294,79,15999,1,17,1,6,1,0,0,0,Yes
1957,Male,Below College,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,Very High,Low,Travel Frequently,Never,Best,Divorced,L1,29,2,8853,995,87,24483,1,19,6,0,6,4,1,3,No
1958,Male,College,Medical,Human Resources,Human Resources,L3,Medium,Medium,Medium,Very High,Medium,Travel Rarely,Never,Better,Married,L1,44,1,10482,1376,91,2326,9,14,24,1,20,6,3,6,Yes
1959,Female,Below College,Life Sciences,Sales,Sales Executive,L3,Medium,Medium,Medium,Low,Very High,Travel Rarely,Never,Bad,Married,L1,29,23,7336,408,45,11162,1,13,11,3,11,8,3,10,Yes
1960,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,Low,Low,Low,Medium,High,Travel Rarely,Frequently,Bad,Single,L0,26,24,2340,471,66,23213,1,18,1,3,1,0,0,0,Yes
1961,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Low,Travel Rarely,Never,Best,Single,L0,32,9,4200,1033,41,10224,7,22,10,2,5,4,0,4,Yes
1962,Female,College,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Very High,Travel Rarely,Never,Good,Married,L1,38,4,3306,1495,87,26176,7,19,7,5,0,0,0,0,No
1963,Male,College,Technical Degree,Human Resources,Human Resources,L1,Medium,Medium,Medium,High,Low,Travel Rarely,Never,Best,Single,L0,19,2,2564,489,52,18437,1,12,1,3,1,0,0,0,Yes
1964,Male,Bachelor,Life Sciences,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Never,Better,Married,L1,38,14,9924,1245,80,12355,0,11,10,3,9,8,7,7,No
1965,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Very High,Medium,Travel Frequently,Never,Good,Married,L1,35,1,2194,664,79,5868,4,13,5,2,3,2,1,2,No
1966,Male,Bachelor,Other,Research & Development,Manager,L5,Very High,Very High,Very High,High,High,Travel Rarely,Never,Better,Married,L1,45,1,19202,252,70,15970,0,11,25,2,24,0,1,7,No
1967,Female,Bachelor,Medical,Research & Development,Research Director,L3,Low,Low,Low,Low,Medium,Travel Rarely,Never,Better,Married,L1,38,10,13206,201,99,3376,3,12,20,3,18,16,1,11,No
1968,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L2,High,High,High,Medium,Very High,Travel Rarely,Frequently,Better,Single,L0,38,3,4317,364,32,2302,3,20,19,2,3,2,2,2,No
1969,Female,Master,Other,Research & Development,Research Director,L4,High,High,High,Medium,Low,Travel Rarely,Never,Better,Married,L2,49,22,16413,301,72,3498,3,16,27,2,4,2,1,2,No
1970,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Very High,Medium,Travel Frequently,Never,Good,Married,L1,35,1,2194,664,79,5868,4,13,5,2,3,2,1,2,No
1971,Male,Master,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,Medium,Low,Travel Rarely,Never,Good,Married,L2,36,26,5347,1351,80,7419,6,14,10,2,3,2,0,2,No
1972,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Low,Medium,Travel Frequently,Never,Better,Single,L0,30,5,2422,109,60,25725,0,17,4,3,3,2,1,2,Yes
1973,Female,Bachelor,Medical,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,Medium,High,Travel Rarely,Frequently,Good,Single,L0,30,2,6877,946,52,20234,5,24,12,4,0,0,0,0,No
1974,Male,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Low,Travel Rarely,Frequently,Better,Divorced,L1,26,16,2373,1449,45,14180,2,13,5,2,3,2,0,2,Yes
1975,Male,College,Life Sciences,Research & Development,Healthcare Representative,L2,High,High,High,High,Very High,Travel Never,Frequently,Better,Divorced,L0,40,8,4069,1142,72,8841,3,18,8,2,2,2,2,2,No
1976,Female,College,Marketing,Sales,Sales Executive,L2,High,High,High,Very High,Very High,Travel Rarely,Frequently,Better,Single,L0,28,13,9854,1475,84,23352,3,11,6,0,2,0,2,2,Yes
1977,Female,Doctor,Technical Degree,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Best,Married,L0,29,25,2546,408,71,18300,5,16,6,2,2,2,1,1,Yes
1978,Female,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Better,Married,L1,26,6,2659,991,71,17759,1,13,3,2,3,2,0,2,No
1979,Male,Doctor,Human Resources,Human Resources,Human Resources,L1,Very High,Very High,Very High,High,Very High,Travel Rarely,Never,Better,Married,L0,31,18,2956,359,89,21495,0,17,2,4,1,0,0,0,Yes
1980,Male,Bachelor,Medical,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,High,Very High,Travel Rarely,Frequently,Better,Married,L0,52,3,7969,319,39,19609,2,14,28,4,5,4,0,4,No
1981,Female,Below College,Technical Degree,Sales,Sales Representative,L1,Medium,Medium,Medium,High,Low,Travel Frequently,Frequently,Better,Single,L0,21,1,2174,756,99,9150,1,11,3,3,3,2,1,2,Yes
1982,Male,Bachelor,Life Sciences,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Better,Single,L0,35,27,5813,303,84,13492,1,18,10,2,10,7,7,7,Yes
1983,Male,Bachelor,Human Resources,Human Resources,Human Resources,L1,Medium,Medium,Medium,Very High,Low,Travel Rarely,Frequently,Better,Divorced,L3,29,13,2335,350,56,3157,4,15,4,3,2,2,2,0,Yes
1984,Male,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,High,Medium,Travel Frequently,Never,Better,Single,L0,36,11,6499,1195,95,22656,1,13,6,3,6,5,0,3,No
1985,Male,Below College,Medical,Research & Development,Research Scientist,L1,Medium,Medium,Medium,High,High,Travel Rarely,Frequently,Good,Single,L0,29,18,2389,896,86,14961,1,13,4,3,4,3,0,1,Yes
1986,Male,Bachelor,Marketing,Sales,Sales Executive,L3,Medium,Medium,Medium,Medium,Very High,Travel Rarely,Frequently,Better,Divorced,L1,50,28,10854,410,39,16586,4,13,20,3,3,2,2,0,Yes
1987,Female,Below College,Technical Degree,Sales,Sales Representative,L1,Medium,Medium,Medium,High,Low,Travel Frequently,Frequently,Better,Single,L0,21,1,2174,756,99,9150,1,11,3,3,3,2,1,2,Yes
1988,Male,College,Life Sciences,Research & Development,Healthcare Representative,L2,Very High,Very High,Very High,Very High,Medium,Travel Never,Never,Better,Divorced,L2,25,5,4000,675,85,18384,1,12,6,2,6,3,1,5,No
1989,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Very High,Very High,Very High,High,High,Travel Rarely,Frequently,Better,Married,L2,23,6,1601,1243,63,3445,1,21,1,2,0,0,0,0,Yes
1990,Male,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Rarely,Frequently,Better,Married,L1,30,1,3579,1465,63,9369,0,21,12,2,11,9,5,7,No
1991,Male,Bachelor,Technical Degree,Research & Development,Research Scientist,L1,High,High,High,Low,Very High,Travel Rarely,Never,Better,Single,L0,58,2,2479,289,51,26227,4,24,7,4,1,0,0,0,Yes
1992,Male,Master,Marketing,Sales,Sales Executive,L2,High,High,High,Very High,High,Travel Rarely,Never,Better,Divorced,L0,33,8,7104,1216,39,20431,0,12,6,3,5,0,1,2,No
1993,Female,Bachelor,Life Sciences,Research & Development,Manufacturing Director,L2,High,High,High,Very High,Low,Travel Rarely,Never,Better,Married,L2,25,1,4898,685,62,7505,0,12,5,3,4,2,1,2,No
1994,Male,Master,Technical Degree,Sales,Sales Executive,L3,High,High,High,Medium,High,Travel Rarely,Never,Better,Married,L1,30,29,9250,1288,33,17799,3,12,9,3,4,2,1,3,No
1995,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,Very High,Travel Frequently,Frequently,Better,Married,L1,28,2,3867,193,52,14222,1,12,2,2,2,2,2,2,No
1996,Female,College,Medical,Sales,Sales Representative,L1,High,High,High,High,Very High,Travel Frequently,Frequently,Better,Married,L2,48,7,2655,708,95,11740,2,11,19,3,9,7,7,7,Yes
1997,Male,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Very High,Medium,Travel Frequently,Never,Better,Married,L1,32,5,6524,379,48,8891,1,14,10,3,10,8,5,3,No
1998,Female,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,Medium,High,Travel Rarely,Never,Better,Married,L1,37,10,3452,921,98,17663,6,20,17,3,5,4,0,3,No
1999,Female,Master,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Medium,Low,Travel Frequently,Never,Better,Single,L0,33,29,4508,827,54,3129,1,22,14,4,13,7,3,8,Yes
2000,Male,Bachelor,Life Sciences,Sales,Sales Executive,L4,Low,Low,Low,High,High,Travel Frequently,Never,Bad,Married,L0,47,9,12936,1093,82,24164,7,11,25,3,23,5,14,10,Yes
2001,Male,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,High,Travel Rarely,Frequently,Better,Single,L0,28,24,2028,103,50,12947,5,14,6,4,4,2,0,3,Yes
2002,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Frequently,Frequently,Better,Single,L0,20,9,2323,769,54,17205,1,14,2,3,2,2,0,2,Yes
2003,Female,Bachelor,Technical Degree,Sales,Sales Executive,L4,Very High,Very High,Very High,Very High,Low,Travel Rarely,Never,Better,Divorced,L1,46,3,13225,1319,45,7739,2,12,25,5,19,17,2,8,No
2004,Female,College,Medical,Sales,Sales Executive,L2,High,High,High,Low,Medium,Travel Rarely,Never,Good,Married,L1,29,3,5561,1176,62,3487,1,14,6,5,6,0,1,2,No
2005,Female,Below College,Life Sciences,Sales,Sales Representative,L1,Medium,Medium,Medium,Very High,Medium,Travel Never,Never,Good,Single,L0,33,8,2342,1038,88,21437,0,19,3,2,2,2,2,2,No
2006,Female,Master,Technical Degree,Human Resources,Human Resources,L1,High,High,High,Very High,Low,Travel Rarely,Never,Better,Married,L0,34,9,2742,1107,52,3072,1,15,2,0,2,2,2,2,Yes
2007,Male,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,Very High,Travel Frequently,Frequently,Good,Single,L0,28,1,2154,791,44,6842,0,11,5,2,4,2,0,2,No
2008,Male,Master,Medical,Sales,Sales Executive,L3,Low,Low,Low,High,Very High,Travel Rarely,Never,Good,Married,L0,32,4,10400,1045,32,25812,1,11,14,2,14,8,9,8,Yes
2009,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Never,Good,Single,L0,44,20,3420,1467,49,21158,1,13,6,3,5,2,1,3,No
2010,Female,Bachelor,Medical,Research & Development,Research Scientist,L1,High,High,High,Medium,High,Travel Rarely,Never,Better,Divorced,L1,28,9,2377,995,77,9834,5,18,6,2,2,2,2,2,No
2011,Male,Bachelor,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Bad,Married,L1,33,14,2436,813,58,22149,5,13,8,2,5,4,0,4,Yes
2012,Male,Bachelor,Technical Degree,Research & Development,Laboratory Technician,L1,High,High,High,Medium,Low,Travel Rarely,Never,Better,Single,L0,20,4,2973,129,84,13008,1,19,1,2,1,0,0,0,Yes
2013,Male,College,Life Sciences,Research & Development,Laboratory Technician,L1,High,High,High,Very High,Low,Travel Rarely,Never,Better,Single,L0,56,24,2587,1162,97,10261,1,16,5,3,4,2,1,0,Yes
2014,Female,College,Life Sciences,Sales,Sales Executive,L2,High,High,High,Low,Low,Travel Rarely,Never,Better,Single,L0,24,3,4577,693,65,24785,9,14,4,3,2,2,2,0,Yes
2015,Female,College,Life Sciences,Sales,Manager,L4,High,High,High,Medium,Very High,Travel Rarely,Never,Best,Married,L1,45,11,17650,1234,90,5404,3,13,26,4,9,3,1,1,No
2016,Female,Bachelor,Medical,Sales,Sales Representative,L1,Medium,Medium,Medium,High,Medium,Travel Rarely,Frequently,Better,Divorced,L3,29,1,2800,341,48,23522,6,19,5,3,3,2,0,2,Yes
2017,Male,Bachelor,Other,Research & Development,Laboratory Technician,L2,High,High,High,Medium,Low,Travel Rarely,Never,Good,Divorced,L1,36,15,4834,660,81,7858,7,14,9,3,1,0,0,0,Yes
2018,Male,Master,Medical,Sales,Sales Executive,L2,High,High,High,High,Medium,Travel Rarely,Never,Bad,Divorced,L0,31,13,4233,1365,46,11512,2,17,9,2,3,1,1,2,Yes
2019,Male,Bachelor,Life Sciences,Sales,Sales Executive,L3,High,High,High,High,Medium,Travel Rarely,Frequently,Good,Single,L0,52,5,8446,1030,64,21534,9,19,10,2,8,7,7,7,Yes
2020,Female,Master,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Medium,Low,Travel Frequently,Never,Better,Single,L0,33,29,4508,827,54,3129,1,22,14,4,13,7,3,8,Yes
2021,Male,Master,Life Sciences,Sales,Sales Executive,L3,High,High,High,Medium,Low,Travel Rarely,Frequently,Good,Single,L0,53,24,10448,1168,66,5843,6,13,15,2,2,2,2,2,Yes
2022,Male,Bachelor,Marketing,Sales,Sales Executive,L2,High,High,High,High,Low,Travel Frequently,Never,Better,Single,L0,41,4,9355,143,56,9558,1,18,8,5,8,7,7,7,Yes
2023,Female,College,Medical,Sales,Sales Representative,L1,High,High,High,High,Very High,Travel Frequently,Frequently,Better,Married,L2,48,7,2655,708,95,11740,2,11,19,3,9,7,7,7,Yes
2024,Female,College,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,High,Low,Travel Frequently,Never,Bad,Single,L0,21,10,2625,251,45,25308,1,20,2,2,2,2,2,2,Yes
2025,Female,Doctor,Technical Degree,Research & Development,Manufacturing Director,L3,Medium,Medium,Medium,Medium,High,Travel Rarely,Never,Better,Married,L1,53,2,10169,607,78,14618,0,16,34,4,33,7,1,9,Yes
2026,Female,Bachelor,Marketing,Sales,Manager,L5,Low,Low,Low,Low,Low,Travel Rarely,Frequently,Better,Single,L0,45,2,18824,1449,94,2493,2,16,26,2,24,10,1,11,Yes
2027,Male,College,Life Sciences,Research & Development,Research Scientist,L2,Very High,Very High,Very High,Low,Medium,Travel Rarely,Never,Good,Married,L1,57,1,4900,405,93,2721,0,24,13,2,12,9,2,8,No
2028,Male,Below College,Technical Degree,Research & Development,Research Director,L3,Medium,Medium,Medium,Medium,High,Travel Rarely,Frequently,Better,Divorced,L1,27,5,12808,269,42,8842,1,16,9,3,9,8,0,8,No
2029,Female,Bachelor,Life Sciences,Research & Development,Laboratory Technician,L1,Medium,Medium,Medium,Medium,Low,Travel Never,Frequently,Best,Single,L0,39,2,3646,592,54,17181,2,23,11,2,1,0,0,0,Yes
2030,Male,College,Life Sciences,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,Low,Very High,Travel Rarely,Never,Bad,Married,L2,22,1,4775,1230,33,19146,6,22,4,2,2,2,2,2,No
2031,Female,Master,Medical,Research & Development,Laboratory Technician,L1,High,High,High,High,High,Travel Rarely,Frequently,Better,Married,L1,35,23,4014,1142,30,16002,3,15,4,3,2,2,2,2,No
2032,Male,Doctor,Marketing,Sales,Sales Executive,L3,High,High,High,Low,High,Travel Rarely,Never,Better,Married,L2,35,1,7295,662,94,11439,1,13,10,3,10,8,0,6,No
2033,Female,Bachelor,Marketing,Sales,Manager,L5,Low,Low,Low,Low,Low,Travel Rarely,Frequently,Better,Single,L0,45,2,18824,1449,94,2493,2,16,26,2,24,10,1,11,Yes
2034,Male,College,Life Sciences,Research & Development,Research Scientist,L1,Medium,Medium,Medium,Low,Low,Travel Never,Never,Bad,Divorced,L1,41,5,2107,906,95,20293,6,17,5,2,1,0,0,0,Yes
2035,Female,Master,Technical Degree,Research & Development,Healthcare Representative,L2,High,High,High,Very High,High,Travel Rarely,Never,Best,Single,L0,34,2,6687,404,98,6163,1,11,14,2,14,11,4,11,No
2036,Male,College,Life Sciences,Research & Development,Manufacturing Director,L2,Medium,Medium,Medium,Low,Very High,Travel Rarely,Never,Bad,Married,L2,22,1,4775,1230,33,19146,6,22,4,2,2,2,2,2,No
2037,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Rarely,Frequently,Better,Single,L0,33,5,2851,350,34,9150,1,13,1,2,1,0,0,0,Yes
2038,Male,College,Medical,Research & Development,Laboratory Technician,L2,Very High,Very High,Very High,High,High,Travel Frequently,Never,Better,Married,L1,36,23,2571,884,41,12290,4,17,17,3,5,2,0,3,No
2039,Female,Bachelor,Medical,Research & Development,Manufacturing Director,L2,High,High,High,Very High,High,Travel Rarely,Frequently,Better,Single,L0,54,10,4440,157,77,25198,6,19,9,3,5,2,1,4,No
2040,Male,Master,Medical,Research & Development,Research Scientist,L2,Medium,Medium,Medium,Low,High,Travel Rarely,Never,Good,Married,L0,52,8,4941,723,85,17747,2,15,11,3,8,2,7,7,Yes
2041,Male,Bachelor,Life Sciences,Research & Development,Research Scientist,L1,High,High,High,High,Very High,Travel Rarely,Frequently,Better,Single,L0,38,2,3944,371,45,4306,5,11,6,3,3,2,1,2,No
2042,Female,Bachelor,Marketing,Sales,Sales Representative,L1,High,High,High,Medium,Very High,Travel Frequently,Frequently,Better,Single,L0,20,9,2323,769,54,17205,1,14,2,3,2,2,0,2,Yes
